Share,Category,Sector,RM,Up,Last Traded Price,Percentage Change,High Price,Low Price,% High Movt
CERA,HWLV,REALTY-HOUSEHOLD,0,0,3053.55,-1.13,3061,3015,0.002433845
CEREBRAINT,HWV,IT,0,0,45.35,-2.98,45.3,43.95,-0.001103753
CESC,Buy,INFRA-POWER,#N/A,#N/A,987.65,-0.67,991,978.05,0.003380424
CGCL,HWLV,FINANCIAL SERVICES,#N/A,#N/A,62.65,#N/A,#N/A,#N/A,#N/A
CGPOWER,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,88.9,-0.67,89.7,86.8,0.008918618
CHAMBLFERT,Buy,FERTILISERS,Natural Gas,Down,128.75,0.08,133.2,127.6,0.033408408
CHEMFALKAL,HWV,CHEMICALS,0,0,313.9,1.94,325.6,311.2,0.035933661
CHENNPETRO,Buy,ENERGY-OIL & GAS,CRUDE OIL,Down,422.7,-3.97,421,404,-0.004038005
CHOLAFIN,Buy,FINANCIAL SERVICES-NBFC,Interest Rate,Down,1087.85,0.84,1108,1092.3,0.018185921
CHROMATIC,Exit,CHEMICALS,#N/A,#N/A,2.85,#N/A,#N/A,#N/A,#N/A
CIGNITITEC,Exit,IT,0,0,327.4,-1.34,329.95,320.6,0.007728444
CIMMCO,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,88.5,#N/A,#N/A,#N/A,#N/A
CINELINE,HWLV,MEDIA-ENTERTAINMENT,#N/A,#N/A,81.5,#N/A,#N/A,#N/A,#N/A
CINEVISTA,RS,MEDIA-ENTERTAINMENT,#N/A,#N/A,7.7,#N/A,#N/A,#N/A,#N/A
CIPLA,HWV,PHARMA,#N/A,#N/A,561.05,-0.2,565,558.3,0.00699115
CLEDUCATE,NL,MEDIA-ENTERTAINMENT,#N/A,#N/A,460.9,#N/A,#N/A,#N/A,#N/A
CLNINDIA,Exit,CHEMICALS,#N/A,#N/A,659.65,-2.27,666.5,642.05,0.010277569
CMICABLES,NL,INFRA-POWER,#N/A,#N/A,215.35,4.25,232,213.3,0.071767241
CNOVAPETRO,HWLV,CHEMICALS,#N/A,#N/A,26.9,0.74,27.5,27.05,0.021818182
COALINDIA,Buy,METALS AND MINING,#N/A,#N/A,278.55,-1.47,280,274.25,0.005178571
COFFEEDAY,Exit,FMCG-BEVERAGES,0,0,251.8,4.45,269.5,247,0.06567718
COLPAL,HWV,FMCG,#N/A,#N/A,1019.45,-0.59,1026,1011,0.006384016
COMPINFO,HWLV,IT,#N/A,#N/A,34.2,#N/A,#N/A,#N/A,#N/A
COMPUSOFT,HWLV,IT,#N/A,#N/A,14.75,#N/A,#N/A,#N/A,#N/A
CONCOR,HWV,TRANSPORTATION LOGISTICS,#N/A,#N/A,1193.9,-2.63,1209.75,1161,0.013101881
CONSOFINVT,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,72.75,#N/A,#N/A,#N/A,#N/A
CONTROLPR,NL,IT-HARDWARE,#N/A,#N/A,274.9,#N/A,#N/A,#N/A,#N/A
CORALFINAC,#N/A,#N/A,#N/A,#N/A,255,#N/A,#N/A,#N/A,#N/A
CORDSCABLE,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,96.6,-1.14,97.95,95,0.013782542
COROMANDEL,Buy,FERTILISERS,Phosphoric Acid/ Ammonia,DOWN,410.55,-1.51,418.4,400.55,0.01876195
CORPBANK,TA,BANKS-PSU,0,0,60.2,0.83,61.8,60.5,0.025889968
COSMOFILMS,Buy,FMCG-PACKAGING,0,0,446.95,0.19,457.75,447,0.023593665
COUNCODOS,Exit,PHARMA,#N/A,#N/A,3.55,#N/A,#N/A,#N/A,#N/A
COX&KINGS,HWV,ENTERTAINMENT-HOTELS AND LEISURE,0,0,221.85,0.95,225.2,221.65,0.014875666
CREATIVEYE,TA,MEDIA-ENTERTAINMENT,#N/A,#N/A,4.55,#N/A,#N/A,#N/A,#N/A
CREST,HWLV,FINANCIAL SERVICES-NBFC,#N/A,#N/A,173.4,0,0,0,#DIV/0!
CRISIL,HWV,FINANCIAL SERVICES,0,0,1889.55,-0.48,1904.3,1875.4,0.007745628
CROMPTON,NL,REALTY-HOUSEHOLD,0,0,237.4,0.02,241,233.65,0.014937759
CTE,Exit,IT,#N/A,#N/A,87,#N/A,#N/A,#N/A,#N/A
CUB,Buy,BANKS-PRIVATE,BOND PRICE,UP,168.4,2.73,175.75,168.4,0.041820768
CUBEXTUB,RS,METALS AND MINING,#N/A,#N/A,13.75,#N/A,#N/A,#N/A,#N/A
CUMMINSIND,HWV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,1063,-1.29,1069.7,1045.15,0.006263438
CUPID,NL,FMCG,#N/A,#N/A,310.5,-0.48,312.95,308.6,0.007828727
CURATECH,Exit,IT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CYBERTECH,HWLV,IT,#N/A,#N/A,66.25,-1.21,67.95,65.2,0.025018396
CYIENT,Buy,IT,0,0,535.1,-0.58,542,531.1,0.012730627
DAAWAT,HWV,FMCG-FOOD,0,0,65.55,-0.53,66.45,65.15,0.013544018
DABUR,HWV,FMCG,#N/A,#N/A,283.1,-1.89,284.8,276.55,0.005969101
DALMIABHA,RS,CEMENTS,LIME STONE,0,2367.9,6.93,2572.95,2423.05,0.079694514
DALMIASUG,Buy,FMCG-SUGAR,sugar,0,167.6,-0.12,170.15,167.05,0.014986776
DAMODARIND,NL,TEXTILES AND APPAREL,#N/A,#N/A,93.85,#N/A,#N/A,#N/A,#N/A
DATAMATICS,Buy,IT,0,0,124.8,-0.28,126.35,124.1,0.012267511
DBCORP,HWV,MEDIA-ENTERTAINMENT,0,0,374.7,0.05,376,372.2,0.003457447
DBL,NL,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,468.8,0.25,473.7,467.75,0.0103441
DBREALTY,Exit,REALTY,0,0,49.4,-1.72,50.3,48.1,0.017892644
DBSTOCKBRO,RS,FINANCIAL SERVICES,#N/A,#N/A,9.55,#N/A,#N/A,#N/A,#N/A
DCBBANK,Buy,BANKS-PRIVATE,#N/A,#N/A,191.2,1.52,196.9,190.85,0.028948705
DCM,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,136.55,#N/A,#N/A,#N/A,#N/A
DCMSHRIRAM,Buy,DIVERSIFIED,0,0,378.15,0.07,381.7,376,0.009300498
DCW,HWV,CHEMICALS,0,0,38.7,-2.71,39.15,37.6,0.011494253
DECCANCE,BWLV,CEMENTS,#N/A,#N/A,1244.7,-0.62,1250.05,1225,0.004279829
DEEPAKFERT,Buy,FERTILISERS,NATURAL GAS/ Ammonia,DOWN,259.2,0.89,262.9,259.6,0.014073792
DEEPAKNTR,Buy,CHEMICALS,0,0,139.35,0.11,142.25,137.95,0.020386643
DEEPIND,Buy,ENERGY-OIL & GAS,crude oil,0,319,0.85,324.25,319.95,0.01619121
DELTACORP,HWV,ENTERTAINMENT-HOTELS AND LEISURE,0,0,166.2,3.22,173.6,168.6,0.042626728
DELTAMAGNT,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,39.4,#N/A,#N/A,#N/A,#N/A
DEN,Exit,MEDIA-ENTERTAINMENT,0,0,103,-0.68,103.9,102,0.008662175
DENABANK,TA,BANKS-PSU,0,0,42.15,-1.9,42.65,41.15,0.011723329
DENORA,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,276.3,#N/A,#N/A,#N/A,#N/A
DFMFOODS,NL,FMCG,#N/A,#N/A,1696.4,#N/A,#N/A,#N/A,#N/A
DHAMPURSUG,Buy,FMCG-SUGAR,sugar,0,230.35,-0.67,232.9,227.6,0.010948905
DHANBANK,Exit,BANKS-PRIVATE,0,0,40.1,-2.36,40.4,39,0.007425743
DHANUKA,HWV,CHEMICALS,0,0,898.65,-0.13,899.6,887.5,0.001056025
DHARSUGAR,Exit,FMCG-SUGAR,#N/A,#N/A,28.95,#N/A,#N/A,#N/A,#N/A
DHFL,Buy,FINANCIAL SERVICES-NBFC,#N/A,#N/A,441.55,0.1,447.1,439.4,0.01241333
DHUNINV,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,240.55,#N/A,#N/A,#N/A,#N/A
DIAPOWER,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,32.9,#N/A,#N/A,#N/A,#N/A
DICIND,HWLV,CHEMICALS,#N/A,#N/A,493.55,#N/A,#N/A,#N/A,#N/A
DIGJAMLTD,Exit,TEXTILES AND APPAREL,#N/A,#N/A,16.65,#N/A,#N/A,#N/A,#N/A
DISHMAN,Buy,PHARMA,0,0,310.4,-0.95,316,307.15,0.017721519
DISHTV,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,92.2,3.04,95.8,92,0.037578288
DIVISLAB,Buy,PHARMA,#N/A,#N/A,637.35,-0.1,644.7,635,0.011400651
DLF,Exit,REALTY,#N/A,#N/A,199.4,1.58,206.3,199,0.033446437
DLINKINDIA,HWV,IT,0,0,141.95,3.24,149.3,142,0.049229739
DMART,NL,FMCG-FOOD,#N/A,#N/A,790.85,#N/A,#N/A,#N/A,#N/A
DOLLAR,NL,0,#N/A,#N/A,1698.45,#N/A,#N/A,#N/A,#N/A
DOLPHINOFF,HWV,ENERGY-OIL & GAS,#N/A,#N/A,121.1,-0.33,123.4,120.05,0.018638574
DONEAR,HWLV,TEXTILES AND APPAREL,0,0,74.2,0.74,75.45,74.4,0.016567263
DPL,BWLV,FMCG-BEVERAGES,#N/A,#N/A,90.85,#N/A,#N/A,#N/A,#N/A
DPSCLTD,Exit,INFRA-POWER,#N/A,#N/A,40.6,#N/A,#N/A,#N/A,#N/A
DQE,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,21.3,#N/A,#N/A,#N/A,#N/A
DREDGECORP,HWV,TRANSPORTATION LOGISTICS,0,0,662.3,1.31,684.2,661.35,0.032008185
DRREDDY,HWV,PHARMA,#N/A,#N/A,2602.85,-0.7,2619.85,2575,0.006488921
DSKULKARNI,TA,REALTY,#N/A,#N/A,60.55,#N/A,#N/A,#N/A,#N/A
DSSL,Exit,IT,#N/A,#N/A,19.5,#N/A,#N/A,#N/A,#N/A
DTIL,BWLV,FMCG-BEVERAGES,#N/A,#N/A,309.15,#N/A,#N/A,#N/A,#N/A
DUCON,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,42.7,#N/A,#N/A,#N/A,#N/A
DWARKESH,Buy,FMCG-SUGAR,Sugar,0,464.15,0.83,476.3,465.9,0.025509133
DYNAMATECH,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,2744.7,2.01,2811,2716,0.023585912
EASTSILK,Exit,TEXTILES AND APPAREL,#N/A,#N/A,2.55,#N/A,#N/A,#N/A,#N/A
EASUNREYRL,Exit,INFRA-POWER,#N/A,#N/A,34.4,#N/A,#N/A,#N/A,#N/A
ECEIND,TA,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,233.3,#N/A,#N/A,#N/A,#N/A
ECLERX,Buy,IT,0,0,1347.25,-0.83,1360,1324,0.009375
EDELWEISS,HWV,FINANCIAL SERVICES,Interst rate,0,181.35,-0.08,184.5,178.65,0.017073171
EDL,Exit,FMCG-BEVERAGES,#N/A,#N/A,46.4,#N/A,#N/A,#N/A,#N/A
EDUCOMP,Exit,IT,#N/A,#N/A,10.15,#N/A,#N/A,#N/A,#N/A
EICHERMOT,HWV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,27869.3,5.85,30051,27900,0.072599913
EIDPARRY,Buy,FMCG-SUGAR,international sugar priceadverse relation with brazilian rial,up,349.3,-2.32,351.5,338,0.00625889
EIHAHOTELS,BWLV,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,371.65,-0.12,375,370.1,0.008933333
EIHOTEL,Exit,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,136.55,#N/A,#N/A,#N/A,#N/A
EIMCOELECO,HWLV,METALS AND MINING,#N/A,#N/A,525.1,#N/A,#N/A,#N/A,#N/A
EKC,Exit,INFRA-MACHINERY EQUIPMENT,0,0,33.3,0.15,34.25,33.2,0.027737226
ELAND,Exit,TEXTILES AND APPAREL,#N/A,#N/A,24.35,#N/A,#N/A,#N/A,#N/A
ELECON,Exit,INFRA-MACHINERY EQUIPMENT,0,0,63.25,-1.26,63.7,62.25,0.007064364
ELECTCAST,BWLV,METALS AND MINING,#N/A,#N/A,36.3,-0.55,36.7,35.7,0.010899183
ELECTHERM,Exit,METALS AND MINING,#N/A,#N/A,189.6,#N/A,#N/A,#N/A,#N/A
ELGIEQUIP,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,218.15,-0.39,219.8,214.65,0.007506824
ELGIRUBCO,TA,AUTO-TYRES AND TUBES,#N/A,#N/A,55.95,#N/A,#N/A,#N/A,#N/A
EMAMIINFRA,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,91.8,#N/A,#N/A,#N/A,#N/A
EMAMILTD,Exit,FMCG,0,0,1109.55,1.62,1150,1109.8,0.035173913
EMCO,Exit,INFRA-POWER,0,0,28.25,-1.59,28.7,27.75,0.015679443
EMKAY,Exit,FINANCIAL SERVICES,#N/A,#N/A,95.5,#N/A,#N/A,#N/A,#N/A
EMMBI,HWLV,FMCG-PACKAGING,0,0,166.55,-1.53,168.8,162.5,0.013329384
ENDURANCE,NL,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,809.65,-1.56,819.7,794.3,0.012260583
ENERGYDEV,Exit,INFRA-POWER,0,0,31.4,-0.16,32.35,31.05,0.029366306
ENGINERSIN,HWV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,168.15,-1.69,169.6,165,0.008549528
ENIL,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,798.25,#N/A,#N/A,#N/A,#N/A
EON,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,74.3,#N/A,#N/A,#N/A,#N/A
EQUITAS,NL,FINANCIAL SERVICES,0,0,165.05,-0.03,166.85,164.5,0.010788133
EROSMEDIA,Buy,MEDIA-ENTERTAINMENT,0,0,245.75,-1.38,249.8,239.2,0.01621297
ESABINDIA,BWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,611.75,#N/A,#N/A,#N/A,#N/A
ESCORTS,RS,AUTO-AUTOMOBILES AND AUTO PARTS,PIG IRON,DOWN,634.15,1.43,654,628.2,0.030351682
ESL,Exit,METALS AND MINING,#N/A,#N/A,5.5,-0.91,5.6,5.35,0.017857143
ESSARSHPNG,Exit,TRANSPORTATION LOGISTICS,#N/A,#N/A,30.3,#N/A,#N/A,#N/A,#N/A
ESSDEE,Exit,FMCG-PACKAGING,0,0,49.15,2.44,50.6,48,0.028656126
ESSELPACK,Buy,FMCG-PACKAGING,crude oil,down,271.9,-1.36,272.7,267.35,0.002933627
ESTER,Exit,FMCG-PACKAGING,#N/A,#N/A,43.1,#N/A,#N/A,#N/A,#N/A
EUROCERA,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,12.8,#N/A,#N/A,#N/A,#N/A
EUROTEXIND,Exit,TEXTILES AND APPAREL,#N/A,#N/A,41.9,#N/A,#N/A,#N/A,#N/A
EVEREADY,HWV,REALTY-HOUSEHOLD,0,0,315.55,-0.86,316.45,310,0.002844051
EVERESTIND,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,258.2,#N/A,#N/A,#N/A,#N/A
EXCEL,Exit,IT,#N/A,#N/A,41.55,#N/A,#N/A,#N/A,#N/A
EXCELCROP,HWLV,CHEMICALS,0,0,1795.6,1.63,1825,1801,0.016109589
EXCELINDUS,BWLV,CHEMICALS,#N/A,#N/A,389.2,#N/A,#N/A,#N/A,#N/A
EXIDEIND,HWV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,247,-0.24,248.4,245,0.005636071
FACT,Exit,CHEMICALS,#N/A,#N/A,61.2,-1.23,62.2,60.3,0.01607717
FAGBEARING,HWLV,INFRA-MACHINERY EQUIPMENT,0,0,4659.9,0.09,4730,4650.05,0.014820296
FAIRCHEM,RS,CHEMICALS,#N/A,#N/A,517.1,#N/A,#N/A,#N/A,#N/A
FCL,HWLV,CHEMICALS,0,0,37.85,1.98,38.9,37.9,0.026992288
FCONSUMER,Exit,FMCG,#N/A,#N/A,33.05,-0.76,33.7,32.65,0.019287834
FCSSOFT,Exit,IT,#N/A,#N/A,0.25,#N/A,#N/A,#N/A,#N/A
FDC,Buy,PHARMA,0,0,188.3,-0.61,190,187.15,0.008947368
FEDDERLOYD,HWV,REALTY-HOUSEHOLD,#N/A,#N/A,83,-1.57,84.25,81.55,0.014836795
FEDERALBNK,Buy,BANKS-PRIVATE,#N/A,#N/A,117.15,-0.77,118.25,115.3,0.009302326
FEL,Exit,FMCG,#N/A,#N/A,31.7,-0.79,32.25,31.3,0.017054264
FELDVR,Exit,FMCG-FOOD,#N/A,#N/A,30.15,#N/A,#N/A,#N/A,#N/A
FIEMIND,Buy,AUTO-AUTO ANCL AND COMPONENTS,CRUDE OIL,Down,1014.85,-0.87,1020,999,0.00504902
FILATEX,HWV,TEXTILES AND APPAREL,0,0,134.9,0.44,139.3,134.95,0.031586504
FINCABLES,Buy,INFRA-TELECOM,0,0,535.65,0.09,542,535.5,0.011715867
FINPIPE,Buy,REALTY-HOUSEHOLD,0,0,592.9,1.45,609.45,598.35,0.027155632
FIRSTWIN,Exit,TEXTILES AND APPAREL,#N/A,#N/A,3,#N/A,#N/A,#N/A,#N/A
FLEXITUFF,Exit,FMCG,#N/A,#N/A,173.7,#N/A,#N/A,#N/A,#N/A
FLFL,RS,TEXTILES AND APPAREL,0,0,293.25,-0.49,297,291.25,0.012626263
FMGOETZE,RS,AUTO-AUTOMOBILES AND AUTO PARTS,Aluminum,Down,597,-0.34,600,592,0.005
FMNL,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,80.65,#N/A,#N/A,#N/A,#N/A
FORTIS,Exit,PHARMA,0,0,209.7,-1.12,210.75,204,0.004982206
FOSECOIND,HWLV,CHEMICALS,#N/A,#N/A,1404.05,#N/A,#N/A,#N/A,#N/A
FRETAIL,NL,FMCG,0,0,351.7,-1.62,361,344,0.025761773
FSL,Buy,IT,0,0,39.1,-0.64,39.65,38.6,0.013871375
GABRIEL,Buy,AUTO-AUTO ANCL AND COMPONENTS,NA,NA,130.55,-0.61,132,129.05,0.010984848
GAEL,Buy,FMCG-FOOD,0,0,139.1,-0.07,142,138.05,0.020422535
GAIL,Buy,ENERGY-OIL & GAS,#N/A,#N/A,417.5,-2.68,419.1,405.25,0.003817705
GAL,TA,METALS AND MINING,#N/A,#N/A,10.05,0.5,10.3,10.05,0.024271845
GALLANTT,Exit,METALS AND MINING,#N/A,#N/A,42.05,#N/A,#N/A,#N/A,#N/A
GALLISPAT,HWLV,METALS AND MINING,0,0,245.6,-0.37,246.75,242,0.004660588
GAMMNINFRA,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
GAMMONIND,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,10.35,#N/A,#N/A,#N/A,#N/A
GANDHITUBE,BWLV,METALS AND MINING,#N/A,#N/A,334.45,#N/A,#N/A,#N/A,#N/A
GANECOS,BWLV,TEXTILES AND APPAREL,crude oil,Down,331.35,-3.73,338,318,0.019674556
GANESHHOUC,HWLV,REALTY,#N/A,#N/A,130.8,-4.85,131.35,123.5,0.004187286
GANGOTRI,Exit,TEXTILES AND APPAREL,#N/A,#N/A,0.85,#N/A,#N/A,#N/A,#N/A
GARDENSILK,Exit,TEXTILES AND APPAREL,#N/A,#N/A,35.1,#N/A,#N/A,#N/A,#N/A
GARWALLROP,BWLV,TEXTILES AND APPAREL,#N/A,#N/A,796.95,0.8,812.95,802.4,0.019681407
GATI,Exit,TRANSPORTATION LOGISTICS,0,0,135.4,-0.59,137,132.5,0.011678832
GAYAPROJ,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,169.05,1.21,174.35,167,0.030398623
GDL,Buy,TRANSPORTATION LOGISTICS,0,0,257.55,-2.83,257.9,250,0.001357115
GEECEE,HWLV,REALTY,0,0,138.85,0.83,140.8,138.05,0.013849432
GEMINI,Exit,INFRA-TELECOM,#N/A,#N/A,1.8,#N/A,#N/A,#N/A,#N/A
GENESYS,HWLV,IT,#N/A,#N/A,149.45,#N/A,#N/A,#N/A,#N/A
GENUSPAPER,HWLV,PAPER,#N/A,#N/A,5.3,#N/A,#N/A,#N/A,#N/A
GENUSPOWER,BWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,42.6,#N/A,#N/A,#N/A,#N/A
GEOJITFSL,HWLV,FINANCIAL SERVICES,#N/A,#N/A,70,2.14,73.2,70,0.043715847
GEPIL,TA,INFRA-POWER,#N/A,#N/A,668.25,-0.34,679.55,655.2,0.016628651
GESHIP,Buy,TRANSPORTATION LOGISTICS,0,0,422.6,-1.33,422.55,413.1,-0.000118329
GET&D,TA,INFRA-POWER,#N/A,#N/A,373.6,-1.74,377.2,365,0.009544008
GHCL,Buy,DIVERSIFIED,0,0,256.6,-0.23,261.3,256,0.017986988
GICHSGFIN,Buy,FINANCIAL SERVICES-NBFC,Interest Rate,Down,572.25,-2.1,576.25,559.35,0.006941432
GILLANDERS,TA,TEXTILES AND APPAREL,#N/A,#N/A,74.25,#N/A,#N/A,#N/A,#N/A
GILLETTE,Exit,FMCG,0,0,5018.9,-2.08,5024.95,4901,0.001203992
GINNIFILA,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,44.85,-0.45,46,44.5,0.025
GIPCL,BWLV,INFRA-POWER,#N/A,#N/A,109.15,#N/A,#N/A,#N/A,#N/A
GISOLUTION,Exit,IT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GITANJALI,Exit,JEWELLERY,0,0,69.5,-1.22,69.85,68.35,0.005010737
GKWLIMITED,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,400,#N/A,#N/A,#N/A,#N/A
GLAXO,Exit,PHARMA,0,0,2436.65,-0.23,2460,2420,0.00949187
GLENMARK,Buy,PHARMA,#N/A,#N/A,887.9,2.1,908.85,888.05,0.023051109
GLOBALVECT,HWLV,AIRLINES,#N/A,#N/A,107.4,#N/A,#N/A,#N/A,#N/A
GLOBOFFS,Exit,ENERGY-OIL & GAS,#N/A,#N/A,50.15,-0.9,51,49.7,0.016666667
GLOBUSSPR,HWLV,FMCG-BEVERAGES,0,0,67.3,2.53,70.6,67,0.04674221
GMBREW,HWV,FMCG-BEVERAGES,0,0,444.55,5.67,479,443.1,0.071920668
GMDCLTD,Buy,METALS AND MINING,0,0,132.65,-1.69,133.85,130.2,0.00896526
GMRINFRA,Exit,CEMENTS,#N/A,#N/A,17,-1.47,17.15,16.6,0.008746356
GNA,NL,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,227.7,#N/A,#N/A,#N/A,#N/A
GNFC,Buy,FERTILISERS,NATURAL GAS/ CRUDEOIL,DOWN,316.85,-2.32,319,309.3,0.006739812
GOACARBON,Exit,METALS AND MINING,0,0,143.15,-0.59,145.4,142.1,0.015474553
GOCLCORP,NL,CHEMICALS,#N/A,#N/A,438.8,0.27,445.95,431,0.016033188
GODFRYPHLP,HWV,FMCG-FOOD,0,0,1202.25,7.69,1298,1201.8,0.073767334
GODREJCP,Exit,FMCG,#N/A,#N/A,1924.05,-2.02,1928.8,1882.45,0.002462671
GODREJIND,RS,FMCG,#N/A,#N/A,566.35,0.69,574.8,564.45,0.014700765
GODREJPROP,Exit,REALTY,0,0,528.1,-2.1,532.45,512.65,0.008169781
GOKEX,Exit,TEXTILES AND APPAREL,0,0,85.55,0,0,0,#DIV/0!
GOKUL,RS,FMCG-FOOD,#N/A,#N/A,28.75,#N/A,#N/A,#N/A,#N/A
GOKULAGRO,HWLV,FMCG-FOOD,#N/A,#N/A,31.3,-2.08,31.5,30.4,0.006349206
GOLDENTOBC,Exit,FMCG-FOOD,#N/A,#N/A,67.85,#N/A,#N/A,#N/A,#N/A
GOLDIAM,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,89.9,#N/A,#N/A,#N/A,#N/A
GOLDINFRA,RS,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,96.85,#N/A,#N/A,#N/A,#N/A
GOLDTECH,Exit,IT,#N/A,#N/A,14.45,#N/A,#N/A,#N/A,#N/A
GOODLUCK,HWLV,METALS AND MINING,#N/A,#N/A,90.5,#N/A,#N/A,#N/A,#N/A
GPIL,Exit,METALS AND MINING,#N/A,#N/A,96.15,0.1,97.85,96,0.017373531
GPPL,HWV,TRANSPORTATION LOGISTICS,0,0,159.9,2.66,167,160.05,0.04251497
GPTINFRA,NL,REALTY-HOUSEHOLD,#N/A,#N/A,241,#N/A,#N/A,#N/A,#N/A
GRANULES,Exit,PHARMA,#N/A,#N/A,142.25,0.46,144.25,142,0.013864818
GRAPHITE,HWV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,118.3,0.21,122,118.1,0.030327869
GRASIM,Buy,TEXTILES AND APPAREL,#N/A,#N/A,1166.45,-0.57,1174.65,1156.85,0.006980803
GRAVITA,HWLV,METALS AND MINING,0,0,71.65,2.44,74.95,70.5,0.044029353
GREAVESCOT,Buy,INFRA-MACHINERY EQUIPMENT,0,0,162.35,-2.49,164.45,157.55,0.012769839
GREENFIRE,Exit,FINANCIAL SERVICES,#N/A,#N/A,0.9,#N/A,#N/A,#N/A,#N/A
GREENLAM,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,642,#N/A,#N/A,#N/A,#N/A
GREENPLY,BWLV,REALTY-HOUSEHOLD,timber,0,286.9,1.43,292,287.9,0.017465753
GREENPOWER,Exit,INFRA-POWER,#N/A,#N/A,9.9,#N/A,#N/A,#N/A,#N/A
GRINDWELL,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,389.45,0.71,395.8,387.05,0.016043456
GROBTEA,NL,FMCG-BEVERAGES,#N/A,#N/A,342.55,#N/A,#N/A,#N/A,#N/A
GRPLTD,HWLV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,1650,#N/A,#N/A,#N/A,#N/A
GRUH,RS,FINANCIAL SERVICES-NBFC,0,0,421.1,0.37,426,420,0.011502347
GSCLCEMENT,Exit,CEMENTS,#N/A,#N/A,30.95,#N/A,#N/A,#N/A,#N/A
GSFC,Buy,FERTILISERS,Phosphoric Acid/ NATURAL GAS,DOWN,145.35,-3.2,146.25,140,0.006153846
GSKCONS,HWV,FMCG,0,0,5346.9,-1.44,5398,5257.1,0.009466469
GSPL,Buy,ENERGY-OIL & GAS,0,0,178.35,-0.03,181.85,178,0.019246632
GSS,HWLV,IT,#N/A,#N/A,25.65,#N/A,#N/A,#N/A,#N/A
GTL,Exit,INFRA-TELECOM,#N/A,#N/A,17,#N/A,#N/A,#N/A,#N/A
GTLINFRA,Exit,INFRA-TELECOM,#N/A,#N/A,5.4,-0.93,5.45,5.3,0.009174312
GTNIND,Exit,TEXTILES AND APPAREL,#N/A,#N/A,20.15,#N/A,#N/A,#N/A,#N/A
GTNTEX,Exit,TEXTILES AND APPAREL,#N/A,#N/A,19.9,#N/A,#N/A,#N/A,#N/A
GTOFFSHORE,Exit,ENERGY-OIL & GAS,#N/A,#N/A,16.2,#N/A,#N/A,#N/A,#N/A
GUFICBIO,HWLV,PHARMA,#N/A,#N/A,66.4,#N/A,#N/A,#N/A,#N/A
